"","X2017.12","X2018.12","X2019.12","X2020.12"
"매출액",899,1068,630,781
"매출원가",641,836,564,683
"매출총이익",258,232,66,98
"판매비와관리비",263,152,130,221
"인건비",86,74,53,41
"유무형자산상각비",8,7,7,7
"연구개발비",36,11,7,10
"광고선전비",0,0,0,0
"판매비",58,5,25,130
"관리비",75,55,37,33
"기타원가성비용",NA,NA,NA,NA
"기타",NA,NA,NA,NA
"영업이익",-5,81,-63,-123
"영업이익(발표기준)",-5,81,-63,-123
"금융수익",23,5,6,4
"이자수익",1,0,0,1
"배당금수익",NA,NA,NA,NA
"외환이익",0,2,2,1
"대손충당금환입액",NA,NA,NA,NA
"매출채권처분이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA,NA
"금융자산처분이익",NA,NA,NA,NA
"금융자산평가이익",NA,NA,NA,NA
"금융자산손상차손환입",NA,NA,NA,NA
"파생상품이익",22,4,4,3
"기타금융수익",0,NA,0,NA
"금융원가",15,23,28,21
"이자비용",14,15,10,9
"외환손실",1,0,1,6
"대손상각비",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA,NA
"매출채권처분손실",NA,NA,NA,NA
"금융자산처분손실",NA,NA,NA,NA
"금융자산평가손실",NA,NA,NA,NA
"금융자산손상차손",NA,NA,NA,NA
"파생상품손실",NA,7,16,6
"기타금융원가",NA,1,0,1
"기타수익",7,28,16,14
"재고자산감모손실환입",NA,NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,NA,NA
"자산처분(폐기)이익",NA,8,0,0
"자산평가이익",NA,NA,NA,NA
"자산손상차손환입",NA,NA,NA,NA
"임대료수익",0,0,0,0
"로열티수익",NA,NA,NA,NA
"수수료수익",0,0,NA,NA
"대손충당금환입",NA,NA,NA,NA
"충당부채환입액",NA,NA,NA,NA
"기타비용",80,6,23,33
"재고자산감모손실",NA,NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,NA,NA,NA
"자산처분(폐기)손실",1,0,0,NA
